Part,Group,DT,Eff1Rew1_A,Eff1Rew2_A,Eff1Rew3_A,Eff1Rew4_A,Eff1Rew5_A,Eff2Rew1_A,Eff2Rew2_A,Eff2Rew3_A,Eff2Rew4_A,Eff2Rew5_A,Eff3Rew1_A,Eff3Rew2_A,Eff3Rew3_A,Eff3Rew4_A,Eff3Rew5_A,Eff4Rew1_A,Eff4Rew2_A,Eff4Rew3_A,Eff4Rew4_A,Eff4Rew5_A,Eff5Rew1_A,Eff5Rew2_A,Eff5Rew3_A,Eff5Rew4_A,Eff5Rew5_A,
1,0,2.0197,1.9169,2.0801,1.96,1.7366,1.6335,2.0369,1.8967,1.5734,1.9368,1.7966,2.5633,1.9367,2.0801,1.5768,1.7767,2.3799,1.9167,2.3201,2.0967,1.8168,1.9967,1.8368,2.12,3.2467,2.2601
2,0,2.1585,2.7633,2.5167,2.56,1.7766,1.8567,2.6198,1.7767,2.34,1.7299,1.6534,2.6299,2.8267,2.0368,1.8567,1.6533,2.1567,3.2466,1.8966,2.3632,1.6134,2.1399,2.0566,2.2167,1.7334,1.9434
3,0,2.6016,1.7333,2.4032,1.7335,2.06,3.2665,2.0933,2.2201,2.2801,2.5233,2.6867,3.4699,3.5899,2.3602,2.3201,2.2968,2.5102,2.8867,3.0867,2.9267,2.4634,2.5399,2.87,3.0865,2.6667,2.9667
4,0,2.0773,2.0369,2.0433,1.9768,1.8135,1.7501,2.4034,1.9601,1.7135,1.6536,2.0368,2.2834,2.4434,2.0967,1.8535,1.7935,2.2633,2.1435,2.1568,2.1167,1.9334,2.2401,2.4834,2.38,2.3001,2.0567
5,0,1.0557,1.0134,0.97344,0.91334,0.92673,1.1301,0.89342,0.93011,0.97001,0.99334,0.97001,0.94661,0.89003,0.93341,0.95348,0.82996,1.0701,0.97337,1.0734,1.19,1.2267,1.1735,1.4168,1.2535,1.2135,1.5334
6,0,2.4179,1.5135,3.65,2.5434,1.6934,1.8167,2.0135,3.0067,2.9867,1.7735,1.9335,1.8935,3.4333,2.7833,1.9567,1.9967,1.9735,2.0768,3.2668,3.8933,3.25,1.7335,2.38,2.3601,2.06,2.4601
7,0,2.2033,2.24,2.46,1.81,1.7535,1.8768,2.2201,2.0368,2.38,2.2834,2.1967,2.0401,2.4368,1.8367,1.8935,1.6934,2.32,3.3467,2.4433,2.1801,1.7534,2.2168,2.6033,2.7233,2.0368,2.3
8,0,3.4982,2.4201,3.6499,3.8734,3.3099,3.0233,4.6599,3.41,2.5166,2.4201,2.9434,3.03,5.6066,2.9866,3.2701,2.9034,3.1233,3.0867,5.2831,4.4132,4.3732,2.8633,3.4132,3.6333,4.1532,3.0899
9,0,2.1626,2.4001,1.7335,1.7336,1.7534,1.5134,2.38,3.0067,1.9602,1.9767,1.6168,1.8967,3.3534,2.8634,1.8535,1.9568,1.5535,2.0335,1.7334,3.29,3.9734,1.3169,1.5335,2.46,1.8769,2.2966
10,0,2.1604,2.0431,2.5065,2.2632,2.1264,1.7431,2.4698,2.4631,2.5697,1.8365,1.7132,2.0636,2.5831,2.0465,1.8732,2.1197,1.8801,2.1565,2.7097,2.1799,1.9197,1.943,1.9464,2.7863,2.0635,2.0031
11,0,1.5124,1.5534,1.7934,1.3334,1.3333,1.2734,1.6368,1.3935,1.3734,1.5133,1.4567,2.4998,1.4767,1.3934,1.2866,1.2335,1.5533,1.5534,1.3334,2.22,1.2535,1.43,1.63,1.8401,1.1734,1.2734
12,0,2.06,2.0601,1.9567,1.8566,1.6534,1.7101,2.6467,2.1001,2.1167,2.2601,2.06,1.9135,2.9267,2.0367,2.1435,1.8168,1.9001,2.3333,2.7866,2.0767,1.8334,1.4733,1.9768,1.9533,1.9366,1.9734
13,0,2.0703,1.5534,2.4867,2.5634,1.8167,1.6967,2.24,1.8534,1.8566,1.4535,2.2368,2.2968,2.2001,1.7567,1.5534,1.9968,1.98,1.3935,1.9568,4.0334,2.2801,2.0334,2.0968,2.12,1.9767,2.3266
14,0,2.013,1.8368,2.1567,1.7934,2.1368,2.06,1.8567,1.9767,2.0567,1.9567,2.0767,1.8934,2.0767,1.9533,1.7934,2.0168,2.3434,2.1401,2.3232,2.6834,1.9967,1.4934,1.7733,2.3,1.8968,1.7335
15,0,1.3232,1.6535,1.0301,0.87009,0.93011,0.9934,1.6734,1.5568,1.2935,0.93351,1.1734,2.0535,1.5767,1.27,1.3166,0.83015,2.0568,1.2335,1.4969,1.4369,1.0534,1.9768,1.1335,1.1935,1.0133,1.3301
16,0,2.4182,2.3402,2.4833,2.2201,1.9567,2.7634,2.4166,2.3601,2.2766,2.4601,2.6201,1.8735,2.9233,2.4434,2.12,2.1,2.0001,2.58,2.5635,2.7433,2.3601,1.5934,2.38,3.7934,2.6199,2.4635
17,0,2.6503,2.3599,2.48,2.1167,2.3801,2.3767,3.1899,2.8632,2.0333,1.6935,2.7433,2.0968,3.1299,2.3466,2.3534,2.0801,1.9334,4.9965,2.7001,3.2867,2.42,2.2167,3.3699,2.7432,1.9933,4.3532
18,0,2.7302,2.0168,3.5132,3.1067,2.56,2.9867,2.44,3.1466,2.3801,2.0133,2.4001,1.8334,3.91,2.8433,2.1167,2.0767,1.9168,2.2134,2.9667,2.5801,2.3801,2.0401,2.9267,4.4999,3.8966,3.4899
19,0,2.6571,2.32,2.8,2.8267,2.6433,2.5999,2.3832,2.5867,3.6299,2.3766,1.9366,2.7633,2.5634,2.6835,2.3201,2.0334,2.0967,2.54,3.7301,3.0832,2.1599,2.8033,2.9267,3.0066,2.7866,2.8266
20,0,2.0504,2.3033,2.0367,1.7135,1.6134,1.3935,2.2601,2.9667,2.3167,1.8568,1.6301,1.6535,1.9734,2.8834,2.3034,1.8567,2.6601,1.7735,2.7866,2,1.8768,1.6136,1.4335,2.0368,2.2367,2.0801
21,1,2.1857,2.443,2.0364,2.0264,2.3049,1.9932,1.8705,2.1929,2.3829,1.9998,2.0197,2.0164,2.2397,2.4897,2.4185,1.8965,2.0761,2.3432,2.7363,2.3231,1.9729,2.1447,2.2396,2.4514,2.0232,2.0011
22,1,2.0228,2.3633,1.9368,1.5733,1.9199,1.4534,1.9367,2.5033,1.7334,1.5501,1.6335,1.8734,3.4267,1.8134,1.8568,1.9567,1.9368,2.4799,1.7367,2.38,1.6734,2.0368,2.4,2.8032,1.8766,1.7167
23,1,4.2349,4.4195,4.9494,4.0661,4.1661,3.2429,4.1992,3.5063,3.2729,2.8531,5.5593,5.4076,4.9296,4.5214,3.0298,4.2395,3.2096,4.7463,4.6561,3.4996,4.0229,4.9627,5.0229,3.8894,3.2764,6.2252
24,1,2.8339,3.3266,3.0266,3.1667,2.4268,2.2367,3.2865,2.78,2.6634,2.5634,2.1368,2.7633,3.9334,2.5633,2.7867,2.0366,2.24,3.59,3.0066,3.0399,2.3,2.7466,3.63,3.4899,2.52,2.5866
25,1,2.0698,1.8767,1.5534,1.4368,1.3734,1.7367,2.1801,1.5936,1.6735,1.7134,1.92,2.2601,1.6168,1.6534,1.6135,1.6935,2.5001,2.0833,1.9368,2.3401,2.0568,2.0368,2.4633,3.8566,3.2867,3.29
26,1,1.6579,1.8967,1.6968,1.5734,1.3936,1.39,1.7934,1.8967,1.7168,1.3534,1.2301,2.06,2.06,1.7368,1.49,1.4735,1.4701,1.6133,1.6135,1.6734,1.4334,1.4935,1.7767,2.2634,1.4533,1.8967
27,1,3.2615,2.5801,3.2266,3.0668,3.8767,2.5834,4.76,3.19,3.8766,3.0067,4.0733,2.9701,4.1999,2.3833,2.9867,3.63,2.6267,3.6133,4.0935,3.1901,2.4299,2.5401,3.21,2.9466,2.8434,3.6333
