Part,Happy_1_A,Happy_2_A,Happy_3_A,Happy_4_A,Happy_5_A,Happy_6_A,Happy_7_A,Happy_8_A,Happy_1_B,Happy_2_B,Happy_3_B,Happy_4_B,Happy_5_B,Happy_6_B,Happy_7_B,Happy_8_B,Surpr_1_A,Surpr_2_A,Surpr_3_A,Surpr_4_A,Surpr_5_A,Surpr_6_A,Surpr_7_A,Surpr_8_A,Surpr_1_B,Surpr_2_B,Surpr_3_B,Surpr_4_B,Surpr_5_B,Surpr_6_B,Surpr_7_B,Surpr_8_B,Disgust_1_A,Disgust_2_A,Disgust_3_A,Disgust_4_A,Disgust_5_A,Disgust_6_A,Disgust_7_A,Disgust_8_A,Disgust_1_B,Disgust_2_B,Disgust_3_B,Disgust_4_B,Disgust_5_B,Disgust_6_B,Disgust_7_B,Disgust_8_B,Sad_1_A,Sad_2_A,Sad_3_A,Sad_4_A,Sad_5_A,Sad_6_A,Sad_7_A,Sad_8_A,Sad_1_B,Sad_2_B,Sad_3_B,Sad_4_B,Sad_5_B,Sad_6_B,Sad_7_B,Sad_8_B,Afraid_1_A,Afraid_2_A,Afraid_3_A,Afraid_4_A,Afraid_5_A,Afraid_6_A,Afraid_7_A,Afraid_8_A,Afraid_1_B,Afraid_2_B,Afraid_3_B,Afraid_4_B,Afraid_5_B,Afraid_6_B,Afraid_7_B,Afraid_8_B,Angry_1_A,Angry_2_A,Angry_3_A,Angry_4_A,Angry_5_A,Angry_6_A,Angry_7_A,Angry_8_A,Angry_1_B,Angry_2_B,Angry_3_B,Angry_4_B,Angry_5_B,Angry_6_B,Angry_7_B,Angry_8_B,Happy_50_A,Surpr_50_A,Disgust_50_A,Sad_50_A,Afraid_50_A,Angry_50_A,Happy_50_B,Surpr_50_B,Disgust_50_B,Sad_50_B,Afraid_50_B,Angry_50_B,Happy_40_A,Surpr_40_A,Disgust_40_A,Sad_40_A,Afraid_40_A,Angry_40_A,Happy_40_B,Surpr_40_B,Disgust_40_B,Sad_40_B,Afraid_40_B,Angry_40_B,
1,-86.458,-73.047,-91.667,-77.083,-32.943,-18.49,-58.854,-91.146,40.365,57.552,41.797,59.896,74.74,41.276,65.365,75,-80.599,-86.068,-74.089,-74.609,-28.255,-68.75,-36.458,-86.589,54.557,51.042,71.484,57.812,56.641,38.932,58.073,48.568,-73.698,-75.521,-82.161,-78.255,-63.932,-83.854,-79.036,-6.7708,55.208,53.125,59.115,65.625,55.729,61.198,69.922,55.078,-82.552,-74.74,-75.391,-74.089,-84.245,-95.052,-71.875,-81.51,9.5052,59.766,68.62,58.594,70.052,52.083,84.245,61.719,-74.349,-31.12,-65.885,-65.234,-78.255,-37.109,-66.667,-12.5,62.5,40.625,64.453,60.807,60.938,74.349,50.781,51.693,-79.427,-69.661,-50.26,-52.604,-89.714,-62.891,-61.589,-71.224,73.438,61.068,30.339,54.557,60.937,65.365,48.438,60.547,-50.358,-55.013,-58.398,-83.171,-48.633,-71.354,64.095,50.553,60.482,67.025,59.44,58.822,-82.064,-78.841,-77.409,-76.693,-59.147,-62.988,49.902,58.724,58.268,49.121,57.096,54.85
2,-16.927,-14.844,1.9531,31.25,14.714,18.229,11.979,7.2917,-23.177,-33.594,-24.609,-33.724,-29.687,-42.057,-31.38,-32.812,14.323,-1.9531,8.724,14.974,-16.927,7.8125,22.786,27.344,-28.776,-23.828,-36.458,-37.109,-15.234,-34.505,-42.708,-25.651,-16.016,4.4271,12.24,14.974,11.198,2.7344,18.229,14.193,-26.953,-38.151,-35.417,-35.417,-26.953,-36.458,-50,-27.865,3.5156,11.458,17.318,-9.7656,15.495,13.542,9.7656,-0.52083,-37.63,-33.594,-26.042,-22.266,-33.854,-22.266,-19.792,-31.25,-8.0729,-18.229,13.932,-21.354,-16.146,-12.24,14.193,-11.198,-26.432,-32.422,-26.302,-35.677,-15.495,-31.771,-27.083,-24.089,-22.266,-11.849,-2.9948,12.24,-2.6042,-4.0365,14.323,17.448,-26.302,-28.646,-37.24,-30.469,-40.885,-36.458,-34.635,-25.26,13.053,10.254,11.589,9.5703,-6.3477,6.2826,-33.984,-29.525,-35.319,-26.79,-24.609,-34.31,0.35807,9.0169,3.9063,5.6315,-8.431,-6.2174,-28.776,-31.543,-33.984,-29.883,-30.208,-30.664
3,-19.401,26.562,20.964,16.536,61.328,70.443,62.63,71.224,-26.693,-5.2083,-26.562,-15.755,8.4635,-37.24,-12.37,-14.974,-4.5573,-7.6823,19.141,30.469,1.6927,24.089,63.802,58.333,-22.786,-8.0729,-38.411,-30.078,-18.49,16.667,27.865,14.974,-3.125,-2.3438,7.8125,30.208,66.797,65.104,69.01,71.875,-30.99,-18.75,-35.807,-16.797,-2.9948,-20.833,8.3333,13.411,-12.891,-49.609,-41.406,27.604,-39.974,34.375,73.828,65.104,-35.286,-8.4635,-26.562,-26.823,-20.052,17.578,-12.891,-2.474,-20.182,-52.474,21.354,69.271,-34.766,40.755,35.026,42.969,-16.536,-15.495,-14.193,-23.828,-10.938,-15.234,-31.771,-27.604,-18.229,-39.714,-18.099,-20.573,14.844,9.7656,64.453,76.953,-5.0781,-14.844,-15.885,-21.745,-21.484,-18.75,26.172,-18.359,66.406,36.979,68.197,33.333,20.996,41.504,-14.03,10.254,-0.52083,-4.4596,-21.387,-8.1055,11.165,9.3424,8.138,-19.076,4.4922,-24.154,-18.555,-24.837,-25.586,-24.284,-17.513,-14.388
4,13.932,32.812,22.917,40.885,48.437,53.906,49.609,55.859,9.6354,24.349,37.891,42.969,31.771,42.188,22.396,44.401,0.91146,2.7344,25.781,47.005,36.328,41.536,30.729,50.13,30.859,9.5052,1.0417,19.141,47.917,39.844,44.922,43.49,36.198,25,26.693,27.344,49.87,36.328,41.667,49.349,0,15.495,2.2135,32.422,14.193,35.677,37.24,31.12,16.146,43.49,34.766,26.432,28.906,24.479,44.271,22.526,16.536,16.536,27.214,32.812,30.078,17.448,39.844,33.854,5.7292,-0.52083,13.411,31.641,24.609,46.224,23.307,41.146,20.443,10.156,26.172,15.365,27.474,41.146,30.99,43.75,34.375,43.75,-13.411,23.177,1.6927,34.375,41.146,34.245,25,25.911,20.964,2.0833,20.312,44.271,32.292,16.536,51.953,39.681,44.303,30.046,33.822,27.865,35.189,44.043,29.557,30.306,35.84,28.353,27.637,19.108,28.809,30.208,12.565,21.973,28.711,15.137,12.533,23.275,18.034,18.49
5,0.91146,10.547,25.26,33.333,30.729,21.354,37.76,54.167,25.26,53.255,28.255,74.219,15.365,76.302,89.844,50,9.375,17.969,22.917,24.349,34.375,41.536,66.406,69.271,23.568,26.302,30.339,31.25,61.589,75.391,72.526,87.37,17.318,1.9531,20.312,26.562,37.891,42.448,36.328,32.682,25,30.599,48.698,44.141,73.438,72.526,74.089,82.812,13.672,10.677,9.7656,40.885,29.297,33.073,26.172,26.042,18.62,43.099,39.453,66.016,51.693,74.609,72.656,74.349,16.016,2.9948,1.1719,10.156,30.339,25.26,47.005,57.161,44.271,12.109,46.224,72.005,67.188,40.755,72.135,83.854,6.3802,4.5573,9.375,7.5521,15.104,30.339,20.052,20.964,32.422,60.677,30.208,23.307,28.516,57.682,42.578,61.719,36.003,52.897,37.337,28.646,39.941,21.615,57.878,74.219,75.716,68.327,65.983,47.624,17.513,18.652,16.536,18.75,7.5846,6.9661,45.247,27.865,37.109,41.797,43.652,36.654
6,-2.8646,-35.807,6.25,-23.177,4.8177,52.604,60.417,52.865,-60.547,-38.802,-14.453,-20.833,31.12,38.151,21.615,41.797,-25.391,-11.719,10.026,4.8177,21.615,52.344,53.906,74.089,-40.104,-15.495,3.9062,-9.375,2.0833,-6.901,29.948,55.859,-37.37,-20.052,1.0417,47.786,40.104,35.807,50.781,39.974,13.672,-29.427,23.828,6.7708,-18.75,25.781,22.786,42.188,-26.823,-24.74,-15.625,-4.4271,-30.339,14.453,28.385,6.5104,-25.13,-22.396,-2.2135,-16.797,14.062,-10.417,-10.547,-27.344,9.6354,-11.589,-9.2448,-9.1146,-28.906,-2.0833,3.776,27.474,-18.88,-13.932,13.021,-26.563,-20.573,-11.589,-7.1615,13.932,-26.562,-20.703,-10.156,-10.026,39.062,15.885,41.797,-2.8646,-29.167,-12.76,-32.943,-71.224,-1.8229,29.167,-16.667,-37.24,42.676,50.488,41.667,4.7526,0.065104,23.47,33.171,20.247,18.001,-8.5612,-6.3477,-6.6406,-13.9,-5.5664,-2.1484,-17.904,-5.0781,-16.862,-33.659,-15.267,3.7109,-16.634,-11.589,-36.523
7,-36.979,43.88,33.073,16.797,25.651,23.828,0,-0.78125,49.74,20.833,91.016,69.661,83.984,67.969,99.609,87.109,-48.438,10.938,-44.922,-1.8229,12.76,-97.917,-20.312,8.724,-31.51,-1.5625,9.375,55.078,95.833,94.792,98.958,49.349,63.151,0,-45.703,1.9531,0,24.609,43.099,26.302,-5.0781,-33.724,27.344,37.891,75.651,49.089,91.797,93.75,23.177,-3.6458,-13.932,-12.891,-18.88,32.943,4.2969,-23.177,-37.76,-13.021,63.151,75.911,71.875,64.583,32.552,95.833,-2.0833,-32.552,25.13,30.339,-51.693,-4.8177,-18.88,37.63,-31.641,31.771,-9.2448,43.62,48.438,78.385,80.208,83.203,-12.109,-44.271,0,-16.927,-2.474,10.547,-41.016,-12.37,-3.125,11.849,38.672,-54.687,20.182,25.26,13.411,16.406,12.174,-24.186,23.503,-1.2044,-9.4401,-11.328,84.668,84.733,77.572,66.211,72.559,18.815,14.193,-21.061,4.8503,-1.8229,5.2083,-18.327,57.813,7.8451,6.6081,22.07,8.6263,-1.8229
8,-14.844,-29.036,7.8125,-5.0781,56.25,54.688,48.568,46.484,-7.5521,-33.333,-22.135,19.531,-21.615,-17.839,69.141,35.026,-42.578,-51.432,-22.526,-8.0729,13.542,39.974,52.214,50.651,-31.901,-56.771,-23.568,29.427,49.349,60.677,61.458,74.74,-42.969,-21.224,-19.531,6.6406,43.75,63.542,47.266,45.964,-50.651,-1.8229,10.417,26.302,33.333,53.646,47.396,84.115,-33.073,-20.833,-7.8125,-21.484,4.1667,19.141,48.177,57.682,-17.188,-62.76,25.26,-27.734,20.443,10.156,15.755,11.458,-60.286,-42.708,-17.188,34.635,-0.78125,49.219,68.62,19.01,-59.505,-57.812,-17.708,-12.63,15.365,39.193,32.161,55.99,-46.094,-23.568,-43.49,-36.589,-15.625,6.6406,42.188,40.885,-38.281,-67.969,-39.974,-8.9844,0.65104,-15.625,59.896,45.964,51.497,39.095,50.13,32.292,34.017,18.522,16.178,61.556,54.622,14.453,35.677,22.721,-10.286,-31.152,-19.271,-20.801,-21.387,-37.435,-10.872,-20.703,-3.9388,-20.605,-36.914,-38.802
9,-15.104,46.354,73.047,67.057,95.573,98.958,100,98.698,15.365,36.719,50.781,47.266,53.125,76.693,79.297,100,-5.4687,-1.9531,3.3854,65.104,76.953,59.766,80.339,92.318,4.0365,21.094,25,42.708,64.323,65.365,50.391,63.411,-1.9531,6.25,49.74,77.344,72.005,95.312,98.438,97.526,-8.3333,29.427,31.641,35.286,49.349,74.219,69.792,82.161,-25.911,-31.901,-15.365,21.484,27.474,50.13,33.984,56.12,36.068,29.948,8.5938,26.432,31.771,34.375,40.104,30.599,14.323,-13.672,-11.458,22.135,5.4688,77.734,51.172,59.766,20.182,10.807,18.88,16.797,29.557,4.9479,50.26,56.771,-9.6354,-15.104,8.0729,-3.9062,12.76,43.099,48.177,63.151,33.464,39.974,21.224,26.302,33.464,27.474,53.516,64.844,98.307,77.344,90.82,41.927,48.535,41.797,77.279,60.872,68.88,34.212,35.384,44.824,42.839,15.267,32.845,-12.923,2.832,-5.1432,37.533,23.21,22.005,25.26,16.667,30.241
10,23.828,36.589,63.151,55.469,67.969,65.495,36.328,91.406,47.396,35.807,35.156,38.411,57.161,50,33.073,67.448,37.24,34.505,38.672,40.495,18.099,28.255,43.75,39.453,38.021,39.062,34.115,40.495,36.068,42.578,30.078,42.839,36.458,39.323,44.01,37.5,38.411,40.365,44.661,34.635,35.417,37.63,32.031,37.24,42.578,49.219,36.068,60.937,21.745,57.031,17.057,37.63,47.135,32.682,50,44.531,36.849,36.068,39.062,36.849,39.583,39.844,43.229,37.63,34.505,41.016,36.979,41.536,38.932,35.417,43.62,35.156,37.63,44.141,27.995,42.188,40.885,51.693,43.75,44.141,39.714,43.88,46.354,35.547,45.964,38.542,35.547,33.724,45.964,41.406,43.099,38.802,44.531,28.776,36.328,43.49,65.299,32.389,39.518,43.587,38.281,38.444,51.921,37.891,47.201,40.072,45.117,38.281,44.759,37.728,39.323,33.366,38.509,41.374,39.193,37.923,35.579,37.207,37.988,42.318
