Part,Happy_1_A,Happy_2_A,Happy_3_A,Happy_4_A,Happy_5_A,Happy_6_A,Happy_7_A,Happy_8_A,Surpr_1_A,Surpr_2_A,Surpr_3_A,Surpr_4_A,Surpr_5_A,Surpr_6_A,Surpr_7_A,Surpr_8_A,Disgust_1_A,Disgust_2_A,Disgust_3_A,Disgust_4_A,Disgust_5_A,Disgust_6_A,Disgust_7_A,Disgust_8_A,Sad_1_A,Sad_2_A,Sad_3_A,Sad_4_A,Sad_5_A,Sad_6_A,Sad_7_A,Sad_8_A,Afraid_1_A,Afraid_2_A,Afraid_3_A,Afraid_4_A,Afraid_5_A,Afraid_6_A,Afraid_7_A,Afraid_8_A,Angry_1_A,Angry_2_A,Angry_3_A,Angry_4_A,Angry_5_A,Angry_6_A,Angry_7_A,Angry_8_A,Happy_50_A,Surpr_50_A,Disgust_50_A,Sad_50_A,Afraid_50_A,Angry_50_A,Happy_40_A,Surpr_40_A,Disgust_40_A,Sad_40_A,Afraid_40_A,Angry_40_A,
0,-2.9948,-18.75,66.276,66.146,76.953,88.802,92.448,94.141,-45.573,-14.453,30.339,6.25,72.786,12.24,84.766,24.349,41.927,19.401,-20.703,66.536,-15.365,75.651,31.12,76.042,-47.786,31.25,7.1615,-11.589,64.323,81.771,66.406,71.354,-43.62,25,28.906,70.833,5.7292,13.021,7.6823,72.396,-56.641,32.161,-62.76,-79.297,-1.1719,10.547,58.333,-1.6927,88.086,48.535,41.862,70.964,24.707,16.504,27.669,-5.8594,26.79,-5.2409,20.28,-41.634
0,-34.505,62.76,61.458,73.438,97.396,100,82.292,100,-6.1198,24.479,63.672,77.083,71.094,79.427,41.536,58.594,-17.318,13.021,31.901,29.036,88.932,100,100,68.359,-9.2448,29.948,36.979,83.333,100,91.536,89.062,51.432,-40.625,8.2031,29.557,78.125,81.25,92.708,100,100,36.068,-5.4688,66.016,20.313,35.156,18.49,83.854,65.104,94.922,62.663,89.323,83.008,93.49,50.651,40.788,39.779,14.16,35.254,18.815,29.232
0,-72.005,65.625,66.667,70.182,70.573,82.161,67.578,85.677,-43.229,-63.932,-15.625,52.604,60.677,67.839,77.214,80.729,-58.724,-0.91146,52.344,66.146,17.188,62.109,59.766,82.031,-4.9479,4.2969,-61.068,23.438,34.505,33.333,56.25,66.536,-52.604,-65.625,-60.026,-31.51,44.661,35.156,52.344,59.245,-81.901,-60.938,-10.417,-22.005,27.865,42.839,49.089,69.01,76.497,71.615,55.273,47.656,47.852,47.201,32.617,-17.546,14.714,-9.5703,-52.441,-43.815
0,11.068,19.922,36.328,26.562,26.953,47.396,50.26,45.443,2.9948,6.7708,4.0365,4.1667,19.01,40.885,34.635,36.979,0.91146,-1.8229,11.458,25.651,45.833,35.286,39.453,56.51,2.474,1.0417,0.52083,11.589,10.547,41.146,10.677,48.568,-3.3854,5.3385,-0.26042,13.021,4.2969,29.167,15.365,11.198,3.2552,-2.8646,10.286,-5.7292,18.88,13.151,27.214,35.417,42.513,32.878,44.271,27.734,15.007,23.665,23.47,4.4922,9.0495,3.9063,3.6784,1.237
0,77.995,23.438,87.76,93.229,96.615,97.135,98.568,97.526,26.823,60.938,62.109,95.312,90.885,99.74,98.568,97.526,61.328,68.229,69.531,66.536,95.964,98.698,97.656,97.135,62.63,52.995,43.099,43.359,99.089,83.854,97.526,98.958,69.141,31.25,39.844,60.807,88.932,90.885,69.401,75,45.443,60.547,46.745,34.375,39.193,39.844,74.609,65.495,97.461,96.68,97.363,94.857,81.055,54.785,70.605,61.296,66.406,50.521,50.26,46.777
0,-0.52083,-28.255,29.297,38.281,70.052,78.255,75.13,95.443,-41.276,-25,10.417,12.24,40.234,45.052,82.943,62.24,15.495,-32.161,22.786,11.068,43.49,57.682,63.932,58.724,-11.589,-0.13021,-29.557,51.693,63.672,33.724,0.91146,41.406,-24.089,-3.125,6.7708,35.026,55.599,17.448,30.469,69.01,-1.8229,-20.573,-20.703,31.25,26.823,28.385,34.505,50.781,79.72,57.617,55.957,34.928,43.132,35.124,9.7005,-10.905,4.2969,2.6042,3.6458,-2.9622
0,-9.7656,46.224,77.214,57.292,61.198,78.125,44.271,67.188,18.88,-13.802,-13.542,44.271,38.151,-4.1667,56.38,58.854,15.234,-45.443,-2.8646,32.682,23.828,46.484,47.656,29.818,-79.036,-29.948,-39.583,-38.411,57.682,19.922,14.974,37.891,12.891,-27.865,-11.719,-4.0365,26.302,8.4635,36.589,42.839,-34.375,-43.88,26.172,-15.495,-11.979,16.536,21.875,55.99,62.695,37.305,36.947,32.617,28.548,20.605,42.741,8.9518,-0.097656,-46.745,-7.6823,-16.895
0,39.974,71.745,56.51,65.365,47.135,54.948,60.156,73.438,53.516,44.01,49.609,-23.698,42.318,34.375,63.672,69.271,-32.552,46.224,69.271,67.839,85.547,70.573,69.792,72.786,-25.391,31.641,20.833,32.031,45.443,32.552,-4.1667,51.172,51.432,2.474,33.333,-8.3333,50.521,47.005,-12.24,29.948,44.271,33.724,48.438,47.135,57.292,52.604,62.76,60.026,58.919,52.409,74.674,31.25,28.809,58.171,58.398,30.859,37.695,14.779,19.727,43.392
0,5.599,16.927,35.677,57.292,57.031,84.766,36.328,99.87,-22.135,-31.771,-3.3854,34.375,0.39062,47.526,36.849,44.531,-14.844,-5.599,17.578,9.7656,44.271,44.271,38.802,35.417,-45.052,-16.797,23.307,29.427,45.443,15.234,80.469,79.427,-31.38,-32.292,-21.484,-19.401,51.823,26.953,39.844,64.844,-36.849,-3.125,-39.844,-27.865,-30.078,-17.318,0.65104,-10.156,69.499,32.324,40.69,55.143,45.866,-14.225,28.874,-5.7292,1.7253,-2.2786,-26.139,-26.921
0,26.953,77.995,63.411,95.703,100,97.005,99.219,100,28.646,23.568,60.677,76.302,97.135,96.094,100,100,-8.4635,22.656,37.109,51.953,69.661,84.115,87.5,79.948,-12.24,7.9427,12.24,72.396,51.172,47.656,84.375,97.656,14.193,14.453,5.0781,32.552,48.307,83.984,33.984,78.646,8.9844,4.9479,17.188,9.1146,71.875,76.432,69.792,60.156,99.056,98.307,80.306,70.215,61.23,69.564,66.016,47.298,25.814,20.085,16.569,10.059
